1,35,131
2,135,199
3,77,108
4,73,193
5,54,198
6,85,144
7,96,124
8,44,25
9,94,92
10,85,134
11,77,64
12,54,127
13,22,170
14,133,72
15,15,73
16,138,118
17,57,63
18,51,102
19,87,183
20,148,95
21,122,194
22,135,193
23,64,16
24,64,32
25,58,48
26,141,40
27,90,132
28,67,82
29,39,70
30,146,86
31,105,107
32,29,179
33,149,105
34,25,88
35,20,66
36,35,56
37,36,132
38,38,114
39,138,30
40,148,29
41,104,147
42,105,157
43,120,20
44,29,140
45,54,83
46,86,198
47,38,148
48,142,51
49,11,18
50,86,28
51,145,156
52,27,68
53,37,195
54,83,88
55,54,78
56,49,176
57,15,175
58,39,32
59,115,152
60,28,116
61,47,31
62,124,161
63,66,85
64,67,159
65,134,136
66,102,78
67,129,55
68,133,55
69,145,92
70,44,58
71,17,98
72,46,96
73,108,26
74,38,61
75,148,182
76,46,128
77,108,43
78,147,191
79,111,161
80,29,185
81,101,158
82,43,58
83,75,133
84,118,81
85,121,104
86,79,199
87,84,171
88,18,181
89,71,193
90,135,55
91,134,177
92,138,187
93,140,137
94,10,190
95,50,165
96,79,160
97,15,65
98,117,195
99,24,24
100,128,42
