1,73,43
2,74,115
3,31,156
4,50,144
5,33,108
6,69,153
7,79,167
8,140,36
9,124,16
10,140,125
11,93,192
12,95,53
13,64,101
14,26,137
15,50,134
16,80,131
17,49,63
18,20,143
19,104,59
20,139,177
21,135,111
22,145,136
23,40,36
24,21,54
25,51,70
26,141,161
27,63,132
28,78,89
29,147,184
30,17,101
31,34,62
32,87,48
33,41,88
34,62,69
35,102,42
36,43,98
37,53,157
38,34,58
39,59,79
40,59,179
41,133,110
42,34,152
43,78,140
44,64,17
45,41,83
46,27,140
47,109,51
48,56,171
49,24,114
50,108,95
51,66,78
52,76,126
53,62,62
54,19,98
55,55,35
56,146,111
57,88,147
58,116,140
59,136,59
60,82,115
61,51,67
62,139,163
63,122,137
64,103,133
65,83,76
66,58,63
67,89,196
68,93,136
69,10,46
70,22,105
71,39,55
72,78,106
73,21,64
74,57,83
75,65,72
76,42,86
77,122,166
78,79,58
79,67,165
80,17,177
81,61,121
82,74,146
83,27,75
84,26,185
85,74,62
86,63,160
87,20,97
88,88,56
89,86,130
90,65,73
91,61,186
92,24,141
93,60,182
94,16,26
95,97,103
96,32,38
97,53,34
98,82,142
99,112,22
100,72,29
101,117,66
102,73,121
103,54,197
104,28,172
105,42,56
106,22,80
107,58,155
108,66,79
109,116,138
110,97,105
111,20,179
112,149,182
113,123,173
114,124,77
115,139,177
116,123,188
117,123,164
118,31,168
119,10,106
120,139,60
121,20,118
122,91,154
123,43,32
124,112,29
125,29,149
126,142,183
127,11,133
128,131,48
129,39,100
130,114,72
131,21,150
132,45,51
133,144,172
134,97,90
135,105,74
136,51,102
137,120,186
138,90,66
139,43,196
140,64,20
141,22,191
142,132,142
143,103,150
144,118,163
145,135,136
146,43,89
147,109,175
148,129,21
149,146,130
150,142,125
151,43,119
152,148,117
153,86,102
154,113,80
155,77,145
156,49,114
157,44,29
158,55,34
159,95,88
160,114,70
161,70,119
162,90,67
163,99,54
164,79,78
165,45,177
166,114,77
167,133,93
168,133,94
169,41,57
170,12,76
171,94,87
172,47,56
173,11,160
174,130,112
175,135,88
176,132,162
177,127,63
178,121,136
179,138,121
180,79,47
181,61,137
182,81,96
183,70,194
184,146,27
185,58,133
186,18,18
187,78,126
188,84,193
189,92,199
190,125,120
191,109,157
192,143,89
193,38,161
194,110,36
195,32,97
196,107,53
197,43,22
198,46,35
199,106,51
200,73,75
201,91,116
202,67,127
203,78,193
204,33,63
205,74,40
206,109,185
207,59,95
208,62,190
209,18,61
210,69,187
211,73,91
212,20,78
213,54,146
214,32,71
215,80,171
216,123,166
217,89,76
218,104,67
219,39,162
220,23,122
221,139,110
222,20,43
223,122,139
224,63,23
225,113,129
226,62,154
227,147,30
228,122,187
229,148,67
230,22,182
231,80,61
232,136,192
233,26,147
234,108,15
235,44,102
236,146,49
237,46,111
238,16,74
239,131,175
240,37,62
241,55,38
242,130,177
243,147,88
244,120,133
245,91,161
246,124,82
247,79,139
248,70,133
249,60,56
250,81,102
251,33,153
252,131,108
253,67,25
254,117,15
255,14,58
256,142,33
257,58,109
258,102,47
259,117,15
260,21,122
261,87,166
262,122,131
263,66,47
264,115,18
265,98,170
266,142,80
267,98,108
268,75,188
269,74,104
270,46,106
271,128,163
272,45,36
273,134,77
274,54,115
275,58,160
276,120,177
277,118,96
278,75,44
279,117,168
280,40,197
281,73,182
282,127,81
283,61,132
284,19,140
285,54,113
286,44,65
287,70,167
288,47,161
289,32,73
290,41,81
291,60,114
292,97,140
293,130,15
294,22,188
295,74,103
296,121,135
297,70,63
298,69,147
299,42,79
300,114,143
301,63,188
302,93,68
303,124,40
304,100,50
305,73,123
306,138,93
307,73,107
308,102,152
309,30,116
310,37,159
311,99,82
312,71,114
313,123,27
314,72,23
315,53,146
316,84,167
317,146,74
318,86,155
319,115,126
320,130,78
321,77,196
322,55,25
323,89,166
324,69,26
325,149,56
326,132,89
327,136,85
328,39,181
329,13,142
330,28,123
331,112,15
332,117,92
333,88,57
334,73,136
335,57,197
336,39,195
337,18,180
338,49,18
339,79,102
340,62,95
341,44,23
342,111,34
343,47,143
344,64,47
345,108,112
346,145,72
347,44,101
348,89,155
349,59,45
350,97,171
351,35,148
352,96,80
353,27,129
354,70,52
355,36,114
356,19,123
357,111,119
358,115,181
359,60,69
360,90,172
361,125,46
362,30,30
363,77,174
364,44,64
365,74,50
366,84,33
367,53,137
368,110,150
369,103,138
370,126,127
371,34,185
372,30,160
373,17,34
374,10,75
375,54,125
376,79,143
377,28,25
378,83,30
379,109,196
380,69,84
381,59,123
382,87,148
383,129,60
384,106,193
385,79,17
386,60,184
387,82,78
388,23,36
389,21,67
390,142,82
391,60,33
392,13,77
393,122,176
394,27,124
395,24,188
396,101,69
397,122,83
398,146,172
399,111,156
400,143,103
401,12,188
402,33,58
403,51,108
404,18,71
405,43,87
406,138,191
407,78,69
408,27,124
409,126,162
410,77,130
411,94,96
412,50,122
413,40,83
414,147,81
415,67,184
416,41,73
417,21,174
418,107,126
419,61,142
420,45,172
421,57,94
422,123,182
423,16,67
424,51,124
425,39,197
426,125,85
427,47,60
428,135,38
429,91,113
430,33,15
431,25,111
432,39,193
433,22,26
434,85,34
435,66,28
436,79,66
437,140,122
438,149,65
439,20,47
440,61,37
441,82,169
442,77,25
443,143,56
444,33,167
445,74,192
446,63,101
447,83,51
448,64,184
449,127,27
450,142,96
451,66,106
452,77,67
453,122,97
454,62,161
455,15,20
456,143,129
457,148,44
458,64,113
459,74,157
460,111,129
461,88,108
462,28,149
463,70,45
464,57,132
465,23,172
466,103,26
467,13,175
468,59,60
469,80,89
470,68,118
471,95,18
472,51,71
473,68,93
474,88,23
475,105,87
476,128,97
477,103,182
478,65,190
479,96,108
480,62,124
481,127,50
482,99,156
483,83,175
484,107,83
485,149,52
486,148,51
487,21,67
488,103,188
489,39,164
490,15,116
491,75,72
492,72,107
493,65,180
494,48,94
495,49,111
496,70,42
497,83,129
498,149,89
499,137,198
500,142,117
