1,39,187
2,121,97
3,110,178
4,66,87
5,17,160
6,94,95
7,86,157
8,131,18
9,142,131
10,71,15
11,75,148
12,133,36
13,101,75
14,149,54
15,57,187
16,101,23
17,98,106
18,10,93
19,59,74
20,71,143
21,113,102
22,133,84
23,143,145
24,22,21
25,101,173
26,123,43
27,144,105
28,82,83
29,85,91
30,129,100
31,59,24
32,11,150
33,119,127
34,41,148
35,120,182
36,126,177
37,10,98
38,27,87
39,146,118
40,26,92
41,144,104
42,90,153
43,81,120
44,110,49
45,112,118
46,32,192
47,94,163
48,58,190
49,90,161
50,129,100
51,56,61
52,131,118
53,41,143
54,106,54
55,130,51
56,25,198
57,80,92
58,118,168
59,140,174
60,48,160
61,24,195
62,118,160
63,141,21
64,88,181
65,30,126
66,17,173
67,131,26
68,149,147
69,136,115
70,119,42
71,59,55
72,120,187
73,145,18
74,132,64
75,129,158
76,47,37
77,97,194
78,30,99
79,104,118
80,56,125
81,33,138
82,128,184
83,147,86
84,30,93
85,139,84
86,41,133
87,68,74
88,77,144
89,13,45
90,69,99
91,68,34
92,36,65
93,95,18
94,126,43
95,74,138
96,34,144
97,113,102
98,67,145
99,148,29
100,101,140
101,44,170
102,145,105
103,19,33
104,96,100
105,74,90
106,44,15
107,104,196
108,69,181
109,82,105
110,91,116
111,115,79
112,31,119
113,10,184
114,32,148
115,64,110
116,45,124
117,120,112
118,95,35
119,93,18
120,73,73
121,75,94
122,95,133
123,82,106
124,18,147
125,88,21
126,87,77
127,39,180
128,138,148
129,92,36
130,88,52
131,105,132
132,43,189
133,138,24
134,35,90
135,123,172
136,13,164
137,105,102
138,146,29
139,22,37
140,102,59
141,148,90
142,69,129
143,62,19
144,44,125
145,99,177
146,73,144
147,54,186
148,69,48
149,132,178
150,101,183
151,47,78
152,67,48
153,76,127
154,82,31
155,103,102
156,84,182
157,109,31
158,54,94
159,98,130
160,96,166
161,45,54
162,63,183
163,70,77
164,53,87
165,64,127
166,121,74
167,89,106
168,55,98
169,42,148
170,131,193
171,68,79
172,85,120
173,78,109
174,84,143
175,22,104
176,85,42
177,136,174
178,144,96
179,24,47
180,145,88
181,108,48
182,147,186
183,139,154
184,15,185
185,19,59
186,62,184
187,84,144
188,33,142
189,26,43
190,133,183
191,73,111
192,60,129
193,80,112
194,25,62
195,69,80
196,56,199
197,148,78
198,90,133
199,147,63
200,121,169
201,147,152
202,135,91
203,29,66
204,34,114
205,143,20
206,138,86
207,141,16
208,100,148
209,93,168
210,97,26
211,56,128
212,104,24
213,93,138
214,33,137
215,43,100
216,66,40
217,62,70
218,131,32
219,148,73
220,111,81
221,136,67
222,85,117
223,134,52
224,29,53
225,80,111
226,101,167
227,15,62
228,125,192
229,96,142
230,12,15
231,97,35
232,26,15
233,76,38
234,134,42
235,42,182
236,73,129
237,16,69
238,21,28
239,129,142
240,20,100
241,49,160
242,76,176
243,43,66
244,132,72
245,10,39
246,128,86
247,143,143
248,28,48
249,84,50
250,97,82
251,124,106
252,111,116
253,84,30
254,133,156
255,109,147
256,24,103
257,83,149
258,108,65
259,76,183
260,142,159
261,14,107
262,47,106
263,72,28
264,132,153
265,46,103
266,122,35
267,70,56
268,55,175
269,87,40
270,56,134
271,24,165
272,16,125
273,99,48
274,145,154
275,147,51
276,70,182
277,74,185
278,143,33
279,125,123
280,30,55
281,27,165
282,127,93
283,142,191
284,128,198
285,117,112
286,130,16
287,79,155
288,85,34
289,84,92
290,90,136
291,106,64
292,11,177
293,29,128
294,132,106
295,129,67
296,116,167
297,50,108
298,92,116
299,121,72
300,88,184
301,61,198
302,74,194
303,138,35
304,120,119
305,105,135
306,16,104
307,68,149
308,93,21
309,10,39
310,81,86
311,122,176
312,34,80
313,85,105
314,28,36
315,143,23
316,116,68
317,41,18
318,37,160
319,136,128
320,54,142
321,84,114
322,35,199
323,51,161
324,16,178
325,98,51
326,38,183
327,42,115
328,125,175
329,15,79
330,136,180
331,119,109
332,83,53
333,124,150
334,85,187
335,108,145
336,38,144
337,125,54
338,25,48
339,102,179
340,138,88
341,28,128
342,44,30
343,108,58
344,101,30
345,67,124
346,123,61
347,39,106
348,143,137
349,135,75
350,88,131
351,55,19
352,31,24
353,135,24
354,62,103
355,55,128
356,105,64
357,45,56
358,89,45
359,46,36
360,77,157
361,105,34
362,18,106
363,32,71
364,143,108
365,149,196
366,72,133
367,149,48
368,142,140
369,24,96
370,120,120
371,109,69
372,122,122
373,28,193
374,32,53
375,85,32
376,113,49
377,42,35
378,75,57
379,114,36
380,76,181
381,84,85
382,147,70
383,35,174
384,132,65
385,114,141
386,27,20
387,100,50
388,96,131
389,69,138
390,100,18
391,140,82
392,72,156
393,79,143
394,57,76
395,143,93
396,148,130
397,132,164
398,40,166
399,40,52
400,144,83
401,96,199
402,68,107
403,91,140
404,65,82
405,142,28
406,123,22
407,38,176
408,87,166
409,131,164
410,95,147
411,84,39
412,110,41
413,65,173
414,120,65
415,60,165
416,52,37
417,144,133
418,56,126
419,111,46
420,41,193
421,144,68
422,130,173
423,53,176
424,92,39
425,90,19
426,125,17
427,81,70
428,10,142
429,47,182
430,137,109
431,60,62
432,142,50
433,120,110
434,92,75
435,69,20
436,84,154
437,115,115
438,146,49
439,114,169
440,111,71
441,27,53
442,13,198
443,60,165
444,104,15
445,38,110
446,116,97
447,32,109
448,77,25
449,105,146
450,141,19
451,134,109
452,90,106
453,148,107
454,12,152
455,47,179
456,35,32
457,72,53
458,28,150
459,132,29
460,49,64
461,143,35
462,54,131
463,10,93
464,29,167
465,30,81
466,87,182
467,138,109
468,55,115
469,145,198
470,75,171
471,88,109
472,51,194
473,39,82
474,111,15
475,124,123
476,57,99
477,50,106
478,112,113
479,71,135
480,143,31
481,24,63
482,124,144
483,64,40
484,74,38
485,15,186
486,136,79
487,25,21
488,16,159
489,96,144
490,68,30
491,33,17
492,91,43
493,136,166
494,87,66
495,67,95
496,112,153
497,119,82
498,143,55
499,65,98
500,55,17
501,149,44
502,116,192
503,124,91
504,136,169
505,129,45
506,61,28
507,123,187
508,28,79
509,64,104
510,31,157
511,53,22
512,53,36
513,76,59
514,46,106
515,17,199
516,20,157
517,123,146
518,99,154
519,73,182
520,66,135
521,106,46
522,140,47
523,121,26
524,138,58
525,72,37
526,128,36
527,63,97
528,131,122
529,57,46
530,61,196
531,77,140
532,119,163
533,38,110
534,113,100
535,128,159
536,143,168
537,112,157
538,123,80
539,49,41
540,37,134
541,51,24
542,117,82
543,140,58
544,65,173
545,10,125
546,78,95
547,130,131
548,66,37
549,130,199
550,68,113
551,78,42
552,88,57
553,123,63
554,140,74
555,45,115
556,112,149
557,94,109
558,104,115
559,81,95
560,144,60
561,27,92
562,64,165
563,78,39
564,42,187
565,56,19
566,139,92
567,29,152
568,89,74
569,130,89
570,98,125
571,66,137
572,126,29
573,85,158
574,105,68
575,86,101
576,26,114
577,19,66
578,74,155
579,35,36
580,77,195
581,34,105
582,95,103
583,81,121
584,148,23
585,95,52
586,137,66
587,19,55
588,78,86
589,17,42
590,48,158
591,29,42
592,32,146
593,74,43
594,97,103
595,28,89
596,18,94
597,98,63
598,27,109
599,42,96
600,131,143
601,97,123
602,143,147
603,52,127
604,30,199
605,74,63
606,64,181
607,146,79
608,62,134
609,112,197
610,26,125
611,145,172
612,89,150
613,95,43
614,25,198
615,14,88
616,85,117
617,64,32
618,37,61
619,83,152
620,116,171
621,65,30
622,34,163
623,107,130
624,106,147
625,58,20
626,134,38
627,50,51
628,58,174
629,89,41
630,15,135
631,44,90
632,128,179
633,25,188
634,136,160
635,127,118
636,65,135
637,60,152
638,119,29
639,30,42
640,47,169
641,92,46
642,141,101
643,24,119
644,95,156
645,125,168
646,26,111
647,61,74
648,10,96
649,124,92
650,33,101
651,111,123
652,111,38
653,81,186
654,135,143
655,27,38
656,142,23
657,96,55
658,129,26
659,73,74
660,25,116
661,109,63
662,143,88
663,18,86
664,56,132
665,98,141
666,114,171
667,147,171
668,19,38
669,90,87
670,42,99
671,63,38
672,23,79
673,97,23
674,146,40
675,72,117
676,79,184
677,63,54
678,27,115
679,23,133
680,148,166
681,81,199
682,31,24
683,31,52
684,128,84
685,47,112
686,72,84
687,38,37
688,108,54
689,44,115
690,67,136
691,28,32
692,17,16
693,45,110
694,10,155
695,148,122
696,141,53
697,129,99
698,39,67
699,28,65
700,119,107
701,142,54
702,106,20
703,53,80
704,116,41
705,39,169
706,51,52
707,122,139
708,84,41
709,127,42
710,109,45
711,77,52
712,76,81
713,131,105
714,129,70
715,12,67
716,92,93
717,149,156
718,11,167
719,13,183
720,136,40
721,30,168
722,21,127
723,12,25
724,61,53
725,82,54
726,72,70
727,50,100
728,69,191
729,127,76
730,67,171
731,111,176
732,121,182
733,35,178
734,40,129
735,45,127
736,106,92
737,81,150
738,64,136
739,118,191
740,32,59
741,50,97
742,33,128
743,38,33
744,48,196
745,82,147
746,30,152
747,38,31
748,142,124
749,38,42
750,146,100
751,44,134
752,117,32
753,26,140
754,43,86
755,54,86
756,48,83
757,98,135
758,120,35
759,128,98
760,43,138
761,85,40
762,79,144
763,67,131
764,46,26
765,66,122
766,49,102
767,146,191
768,95,139
769,106,169
770,10,198
771,71,177
772,105,143
773,61,191
774,105,166
775,19,79
776,56,152
777,87,88
778,76,16
779,31,178
780,61,25
781,149,156
782,68,134
783,72,123
784,13,70
785,65,122
786,21,137
787,85,156
788,120,143
789,71,32
790,88,82
791,100,158
792,73,133
793,40,73
794,36,111
795,91,118
796,48,112
797,48,53
798,61,132
799,132,120
800,60,42
801,40,93
802,37,47
803,93,87
804,48,141
805,19,151
806,117,149
807,19,122
808,113,85
809,138,129
810,108,66
811,94,132
812,38,23
813,90,48
814,138,131
815,131,136
816,38,58
817,102,137
818,116,126
819,55,193
820,87,114
821,133,114
822,149,115
823,103,112
824,100,30
825,67,129
826,17,138
827,95,121
828,83,119
829,107,132
830,55,161
831,93,154
832,136,144
833,24,104
834,120,98
835,110,85
836,93,125
837,10,118
838,77,120
839,87,93
840,94,27
841,118,28
842,24,101
843,60,145
844,130,76
845,112,33
846,41,169
847,50,143
848,146,86
849,41,93
850,128,34
851,126,107
852,40,26
853,119,104
854,88,182
855,27,15
856,99,125
857,30,129
858,139,15
859,114,111
860,110,57
861,79,183
862,82,132
863,139,60
864,84,132
865,76,184
866,149,77
867,22,186
868,18,168
869,139,41
870,28,33
871,77,117
872,119,77
873,37,38
874,24,60
875,101,161
876,76,114
877,79,161
878,89,170
879,55,16
880,25,40
881,19,66
882,142,149
883,135,75
884,93,63
885,57,176
886,119,119
887,117,176
888,82,106
889,35,169
890,118,48
891,138,28
892,34,124
893,140,177
894,100,108
895,71,95
896,98,38
897,74,80
898,98,27
899,94,123
900,10,61
901,22,122
902,137,82
903,43,173
904,91,93
905,102,139
906,145,138
907,114,51
908,144,121
909,119,92
910,31,194
911,40,24
912,57,117
913,96,190
914,136,105
915,22,100
916,20,194
917,120,80
918,54,62
919,23,21
920,29,173
921,67,153
922,74,74
923,18,94
924,37,93
925,17,81
926,57,147
927,104,70
928,68,40
929,120,70
930,26,144
931,31,81
932,39,136
933,95,194
934,97,147
935,132,196
936,144,58
937,56,124
938,113,188
939,78,81
940,87,188
941,28,122
942,118,26
